,YEAR,SEX,AGE,INCOME,COHORT,RACE,EDUC,REALINC,WTSSALL
43539,2002,2,57,12,1945,1,12,23463.75,1.1156
43540,2002,2,77,98,1925,1,12,0,1.1156
43541,2002,1,46,12,1956,1,17,137237.765589,1.1156
43542,2002,2,52,12,1950,1,12,17206.75,.5578
43543,2002,2,31,12,1971,1,12,34413.5,1.1156
43544,2002,1,41,12,1961,1,16,62570,1.1156
43545,2002,1,46,12,1956,1,12,42234.75,1.6734
43546,2002,1,73,8,1929,1,11,5631.3,1.1156
43547,2002,1,76,12,1926,1,16,34413.5,1.1156
43548,2002,2,36,12,1966,1,16,34413.5,.5578
43549,2002,2,23,5,1979,1,12,3441.35,2.2311
43550,2002,2,67,98,1935,1,12,0,.5578
43551,2002,1,56,12,1946,1,18,62570,1.1156
43552,2002,2,29,12,1973,1,16,42234.75,1.1156
43553,2002,1,51,11,1951,1,13,13296.125,.5578
43554,2002,1,30,12,1972,1,18,42234.75,1.1156
43555,2002,1,40,12,1962,1,16,51620.25,1.1156
43556,2002,2,23,12,1979,1,14,20335.25,2.2311
43557,2002,2,73,11,1929,1,16,14860.375,.5578
43558,2002,1,43,12,1959,1,12,28156.5,1.1156
43559,2002,1,30,11,1972,1,12,14860.375,1.1156
43560,2002,1,20,12,1982,1,12,42234.75,2.2311
43561,2002,2,44,12,1958,1,20,51620.25,1.1156
43562,2002,2,49,13,1953,1,13,0,1.1156
43563,2002,1,67,12,1935,1,20,137237.765589,1.1156
43564,2002,1,82,12,1920,1,16,28156.5,1.1156
43565,2002,2,25,7,1977,1,12,4692.75,.5578
43566,2002,1,55,12,1947,1,14,34413.5,1.1156
43567,2002,2,80,11,1922,1,12,14860.375,.5578
43568,2002,1,68,11,1934,1,10,14860.375,1.1156
43569,2002,2,30,11,1972,1,12,13296.125,1.1156
43570,2002,1,89,13,1913,1,6,0,.5578
43571,2002,2,74,12,1928,1,16,28156.5,.5578
43572,2002,2,73,9,1929,1,10,7039.125,1.1156
43573,2002,1,26,98,1976,1,14,0,1.1156
43574,2002,1,68,12,1934,1,17,28156.5,1.1156
43575,2002,2,47,13,1955,1,18,0,1.1156
43576,2002,2,36,12,1966,1,17,137237.765589,1.1156
43577,2002,2,69,9,1933,1,14,8603.375,.5578
43578,2002,1,19,12,1983,1,11,51620.25,1.1156
43579,2002,1,42,12,1960,1,17,28156.5,1.1156
43580,2002,2,37,10,1965,1,12,11731.875,.5578
43581,2002,1,35,12,1967,1,16,28156.5,.5578
43582,2002,2,50,12,1952,3,15,28156.5,1.1156
43583,2002,2,38,13,1964,2,14,0,1.1156
43584,2002,2,51,13,1951,1,14,0,.5578
43585,2002,1,43,12,1959,1,12,28156.5,1.1156
43586,2002,2,47,12,1955,1,12,62570,1.6734
43587,2002,2,43,10,1959,2,14,11731.875,1.1156
43588,2002,2,43,12,1959,1,20,28156.5,.5578
43589,2002,2,46,12,1956,3,13,51620.25,1.6734
43590,2002,1,28,12,1974,1,14,23463.75,.5578
43591,2002,1,49,3,1953,1,5,2189.95,.5578
43592,2002,2,58,12,1944,1,12,17206.75,.5578
43593,2002,2,33,12,1969,1,14,42234.75,1.1156
43594,2002,1,40,12,1962,1,18,137237.765589,.5578
43595,2002,1,56,12,1946,1,14,23463.75,1.6734
43596,2002,2,30,10,1972,1,12,10167.625,.5578
43597,2002,2,21,11,1981,2,12,13296.125,.5578
43598,2002,1,26,11,1976,1,13,14860.375,.5578
43599,2002,2,28,13,1974,1,8,0,1.1156
43600,2002,1,46,2,1956,1,12,1251.4,1.1156
43601,2002,2,43,10,1959,1,12,11731.875,.5578
43602,2002,1,20,98,1982,2,10,0,1.6734
43603,2002,1,58,12,1944,1,15,42234.75,.5578
43604,2002,1,42,12,1960,1,15,137237.765589,1.1156
43605,2002,1,73,13,1929,1,9,0,.5578
43606,2002,2,27,11,1975,1,16,13296.125,1.1156
43607,2002,2,28,12,1974,1,12,17206.75,1.1156
43608,2002,1,33,12,1969,3,12,20335.25,1.1156
43609,2002,2,43,12,1959,2,14,28156.5,1.1156
43610,2002,2,26,12,1976,1,16,20335.25,.5578
43611,2002,1,42,11,1960,1,12,14860.375,1.1156
43612,2002,2,29,12,1973,1,14,34413.5,1.1156
43613,2002,1,34,12,1968,1,16,51620.25,1.1156
43614,2002,1,70,12,1932,1,16,28156.5,.5578
43615,2002,1,72,13,1930,1,12,0,.5578
43616,2002,2,54,12,1948,1,12,23463.75,1.6734
43617,2002,1,43,12,1959,1,13,23463.75,1.1156
43618,2002,1,51,12,1951,3,18,17206.75,2.7889
43619,2002,2,77,12,1925,1,12,42234.75,1.1156
43620,2002,1,52,12,1950,1,16,137237.765589,1.6734
43621,2002,2,21,6,1981,2,13,4067.05,1.1156
43622,2002,1,23,3,1979,1,14,2189.95,1.6734
43623,2002,1,28,11,1974,1,19,14860.375,1.6734
43624,2002,1,26,11,1976,2,16,13296.125,.5578
43625,2002,2,22,8,1980,1,14,5631.3,.5578
43626,2002,1,20,2,1982,1,12,1251.4,1.6734
43627,2002,1,22,9,1980,1,16,8603.375,1.1156
43628,2002,1,71,12,1931,1,12,42234.75,1.1156
43629,2002,2,41,3,1961,1,15,2189.95,.5578
43630,2002,1,38,98,1964,1,12,0,2.7889
43631,2002,1,24,12,1978,2,12,28156.5,1.1156
43632,2002,1,42,12,1960,2,12,51620.25,.5578
43633,2002,1,65,12,1937,1,16,137237.765589,1.1156
43634,2002,1,57,1,1945,1,12,312.85,1.1156
43635,2002,1,45,8,1957,2,16,5631.3,.5578
43636,2002,1,34,10,1968,1,14,10167.625,1.1156
43637,2002,2,37,9,1965,1,12,7039.125,.5578
43638,2002,2,88,9,1914,1,4,7039.125,.5578
43639,2002,2,40,9,1962,3,12,7039.125,.5578
43640,2002,2,87,9,1915,1,9,7039.125,.5578
43641,2002,1,36,12,1966,1,16,51620.25,1.1156
43642,2002,2,34,12,1968,1,16,28156.5,1.1156
43643,2002,2,25,12,1977,3,13,137237.765589,1.6734
43644,2002,2,20,9,1982,1,12,8603.375,1.1156
43645,2002,1,24,8,1978,1,16,5631.3,1.1156
43646,2002,1,23,9,1979,1,16,8603.375,1.1156
43647,2002,1,24,9,1978,1,15,8603.375,1.1156
43648,2002,1,52,12,1950,1,12,28156.5,1.1156
43649,2002,1,52,13,1950,1,14,0,1.1156
43650,2002,1,41,3,1961,1,9,2189.95,.5578
43651,2002,2,19,3,1983,2,12,2189.95,.5578
43652,2002,2,51,6,1951,2,13,4067.05,.5578
43653,2002,2,32,4,1970,1,11,2815.65,.5578
43654,2002,2,26,8,1976,2,14,5631.3,.5578
43655,2002,2,24,10,1978,2,14,11731.875,1.1156
43656,2002,2,30,12,1972,2,13,23463.75,1.1156
43657,2002,2,35,12,1967,1,12,137237.765589,1.1156
43658,2002,1,32,12,1970,1,14,28156.5,1.1156
43659,2002,2,28,10,1974,1,10,10167.625,.5578
43660,2002,2,52,12,1950,1,16,17206.75,.5578
43661,2002,2,58,12,1944,1,13,23463.75,1.1156
43662,2002,2,24,12,1978,3,11,20335.25,1.6734
43663,2002,2,75,3,1927,1,5,2189.95,1.1156
43664,2002,1,28,12,1974,1,16,23463.75,1.1156
43665,2002,1,41,8,1961,1,12,5631.3,1.1156
43666,2002,2,55,7,1947,1,12,4692.75,.5578
43667,2002,1,69,12,1933,1,12,28156.5,1.1156
43668,2002,1,68,12,1934,1,16,51620.25,1.1156
43669,2002,2,51,12,1951,1,16,137237.765589,1.1156
43670,2002,2,48,12,1954,2,14,62570,1.1156
43671,2002,2,61,12,1941,1,12,17206.75,1.1156
43672,2002,2,64,9,1938,1,11,7039.125,.5578
43673,2002,2,38,12,1964,1,16,137237.765589,.5578
43674,2002,1,66,12,1936,1,12,28156.5,1.1156
43675,2002,1,25,12,1977,1,12,17206.75,.5578
43676,2002,1,46,11,1956,2,12,14860.375,1.1156
43677,2002,1,27,9,1975,1,10,7039.125,1.1156
43678,2002,2,85,9,1917,1,14,8603.375,1.1156
43679,2002,2,67,11,1935,1,13,13296.125,.5578
43680,2002,2,20,12,1982,1,14,34413.5,2.2311
43681,2002,2,68,11,1934,1,12,13296.125,.5578
43682,2002,1,26,12,1976,1,14,28156.5,1.1156
43683,2002,2,30,9,1972,1,10,7039.125,1.1156
43684,2002,1,57,12,1945,1,9,17206.75,1.1156
43685,2002,2,64,98,1938,1,13,0,1.1156
43686,2002,1,31,12,1971,2,15,34413.5,.5578
43687,2002,2,44,6,1958,1,12,4067.05,.5578
43688,2002,2,33,12,1969,1,12,137237.765589,1.1156
43689,2002,1,36,12,1966,2,12,34413.5,1.1156
43690,2002,1,45,6,1957,1,13,4067.05,.5578
43691,2002,2,22,9,1980,1,14,8603.375,.5578
43692,2002,2,43,11,1959,1,13,13296.125,.5578
43693,2002,1,22,11,1980,1,9,14860.375,.5578
43694,2002,1,46,1,1956,1,16,312.85,1.1156
43695,2002,2,85,12,1917,1,12,51620.25,1.1156
43696,2002,1,75,12,1927,2,12,17206.75,1.1156
43697,2002,1,46,12,1956,1,13,51620.25,1.1156
43698,2004,2,52,12,1952,3,9,33209,.9184
43699,2004,2,43,5,1961,3,14,3320.9,.9184
43700,2004,1,52,12,1952,2,14,33209,.4592
43701,2004,1,53,12,1951,1,14,128434.605938,.9184
43702,2004,2,34,12,1970,3,17,22642.5,.9184
43703,2004,1,33,10,1971,2,16,11321.25,.4592
43704,2004,1,24,12,1980,3,14,19623.5,.9184
43705,2004,1,22,2,1982,3,14,1207.6,.4592
43706,2004,1,19,12,1985,2,12,128434.605938,1.8368
43707,2004,1,26,12,1978,2,14,40756.5,3.6735
43708,2004,1,74,1,1930,2,12,301.9,.9184
43709,2004,2,58,12,1946,2,12,19623.5,.9184
43710,2004,1,32,11,1972,2,10,12830.75,.9184
43711,2004,1,40,12,1964,2,18,49813.5,.9184
43712,2004,1,42,12,1962,2,14,16604.5,.4592
43713,2004,1,48,2,1956,2,11,2113.3,.4592
43714,2004,2,39,13,1965,2,9,0,1.8368
43715,2004,1,27,10,1977,1,9,11321.25,.4592
43716,2004,2,38,13,1966,2,16,0,.9184
43717,2004,1,29,12,1975,3,11,27171,1.8368
43718,2004,2,29,98,1975,2,13,0,.9184
43719,2004,2,67,12,1937,1,14,40756.5,1.3776
43720,2004,1,57,9,1947,1,12,8302.25,.9184
43721,2004,1,20,12,1984,3,14,33209,3.6735
43722,2004,1,19,98,1985,1,13,0,1.3776
43723,2004,2,55,12,1949,3,16,60380,1.8368
43724,2004,2,35,12,1969,1,13,27171,.9184
43725,2004,1,26,98,1978,1,16,0,2.7551
43726,2004,1,81,11,1923,1,16,12830.75,.9184
43727,2004,1,73,12,1931,1,16,22642.5,.4592
43728,2004,2,65,10,1939,1,12,11321.25,.4592
43729,2004,1,68,8,1936,2,12,5434.2,.4592
43730,2004,1,35,10,1969,2,13,19623.5,1.8368
43731,2004,1,30,12,1974,1,18,128434.605938,.4592
43732,2004,2,47,13,1957,1,17,0,2.3118
43733,2004,2,58,12,1946,1,16,128434.605938,.9184
43734,2004,2,57,12,1947,1,20,40756.5,.4592
43735,2004,1,29,12,1975,1,19,128434.605938,.9184
43736,2004,2,53,12,1951,1,18,128434.605938,.4592
43737,2004,1,48,9,1956,1,16,8302.25,.4592
43738,2004,2,23,10,1981,2,13,9811.75,.9184
43739,2004,1,36,12,1968,3,14,128434.605938,1.3776
43740,2004,1,24,10,1980,2,12,11321.25,.9184
43741,2004,2,61,12,1943,1,15,49813.5,1.8368
43742,2004,1,49,11,1955,1,14,12830.75,.9184
43743,2004,1,55,12,1949,3,16,128434.605938,.9184
43744,2004,2,53,9,1951,1,13,8302.25,.4592
43745,2004,1,33,12,1971,1,18,40756.5,.4592
43746,2004,2,26,12,1978,1,13,19623.5,.4592
43747,2004,2,63,12,1941,1,16,19623.5,.9184
43748,2004,1,38,12,1966,1,13,128434.605938,1.8368
43749,2004,1,30,12,1974,3,17,128434.605938,.9184
43750,2004,2,37,12,1967,2,12,40756.5,.4592
43751,2004,1,49,98,1955,1,12,0,3.2663
43752,2004,1,23,12,1981,1,12,16604.5,.9184
43753,2004,2,59,13,1945,1,8,0,.4592
43754,2004,1,47,10,1957,1,16,11321.25,.4592
43755,2004,2,31,12,1973,1,16,49813.5,.9184
43756,2004,2,55,12,1949,1,16,128434.605938,.9184
43757,2004,1,74,12,1930,1,16,40756.5,.9184
43758,2004,1,49,12,1955,1,16,128434.605938,.9184
43759,2004,1,40,12,1964,1,16,40756.5,.9184
43760,2004,2,40,12,1964,3,20,128434.605938,1.8368
43761,2004,1,42,12,1962,3,18,128434.605938,.9184
43762,2004,1,55,12,1949,3,20,128434.605938,1.3776
43763,2004,2,48,12,1956,1,18,128434.605938,2.7551
43764,2004,2,70,13,1934,1,14,0,.9184
43765,2004,2,99,13,9999,1,14,0,2.2959
43766,2004,2,57,12,1947,1,18,128434.605938,.9184
43767,2004,2,59,12,1945,1,18,27171,.4592
43768,2004,2,38,12,1966,2,16,40756.5,1.8368
43769,2004,2,33,12,1971,2,17,27171,.4592
43770,2004,2,53,12,1951,1,18,60380,1.8368
43771,2004,2,45,12,1959,2,15,128434.605938,.9184
43772,2004,2,41,11,1963,2,16,14340.25,.4592
43773,2004,2,25,10,1979,3,14,11321.25,1.3776
43774,2004,1,26,12,1978,1,16,16604.5,.9184
43775,2004,1,57,13,1947,3,18,0,1.8368
43776,2004,2,57,9,1947,3,10,8302.25,.4592
43777,2004,2,66,12,1938,1,18,19623.5,.4592
43778,2004,2,39,12,1965,2,15,19623.5,.9184
43779,2004,1,43,13,1961,3,12,0,3.6735
43780,2004,2,30,12,1974,1,17,49813.5,.9184
43781,2004,1,48,12,1956,1,16,128434.605938,1.8368
43782,2004,1,45,9,1959,1,17,6792.75,.4592
43783,2004,1,45,12,1959,1,12,40756.5,.9184
43784,2004,1,32,13,1972,3,16,0,.9184
43785,2004,2,22,11,1982,2,12,12830.75,.9184
43786,2004,1,33,12,1971,3,15,49813.5,.9184
43787,2004,2,69,12,1935,1,12,19623.5,.9184
43788,2004,2,43,12,1961,3,16,40756.5,.9184
43789,2004,1,31,12,1973,3,15,49813.5,.9184
43790,2004,1,31,12,1973,3,14,128434.605938,.9184
43791,2004,2,45,12,1959,1,13,128434.605938,.9184
43792,2004,2,79,13,1925,1,12,0,.9184
43793,2004,2,18,98,1986,1,12,0,1.8368
43794,2004,2,55,12,1949,1,12,22642.5,.9184
43795,2004,1,63,98,1941,1,13,0,1.3776
43796,2004,1,63,13,1941,1,12,0,.9184
43797,2004,2,37,98,1967,3,12,0,.9184
43798,2004,1,31,12,1973,1,20,128434.605938,.9184
43799,2004,2,33,12,1971,2,19,60380,.9184
43800,2004,2,37,12,1967,1,16,128434.605938,.9184
43801,2004,2,29,12,1975,3,16,27171,.9184
43802,2004,2,33,12,1971,3,14,40756.5,2.7551
43803,2004,2,50,12,1954,1,17,128434.605938,.9184
43804,2004,1,39,12,1965,1,8,40756.5,1.8368
43805,2004,1,42,12,1962,1,10,128434.605938,1.3776
43806,2004,1,35,12,1969,1,12,49813.5,.9184
43807,2004,2,57,12,1947,3,15,27171,.9184
43808,2004,1,57,13,1947,2,15,0,.9184
43809,2004,1,60,12,1944,1,9,33209,.4592
43810,2004,2,74,11,1930,1,14,12830.75,.4592
43811,2004,2,86,11,1918,1,8,12830.75,.4592
43812,2004,2,28,13,1976,1,12,0,.9184
43813,2004,2,34,12,1970,1,18,128434.605938,.9184
43814,2004,1,60,12,1944,1,20,128434.605938,.9184
43815,2004,1,49,12,1955,3,14,33209,.9184
43816,2004,2,52,12,1952,1,13,22642.5,.4592
43817,2004,1,35,13,1969,1,16,0,1.8368
43818,2004,2,33,12,1971,1,16,49813.5,.9184
43819,2004,1,35,12,1969,1,20,128434.605938,.9184
43820,2004,1,37,12,1967,1,17,49813.5,.4592
43821,2004,1,68,12,1936,1,11,40756.5,.9184
43822,2004,2,47,12,1957,1,12,27171,1.8368
43823,2004,1,42,98,1962,1,14,0,1.3776
43824,2004,1,56,12,1948,1,18,128434.605938,1.3776
43825,2004,2,57,12,1947,1,18,128434.605938,.9184
43826,2004,1,62,12,1942,1,12,27171,.9184
43827,2004,1,61,11,1943,1,15,14340.25,.4592
43828,2004,2,56,12,1948,1,6,16604.5,.9184
43829,2004,2,59,12,1945,1,12,33209,1.8368
43830,2004,1,19,12,1985,1,11,128434.605938,2.2143
43831,2004,1,40,12,1964,1,12,40756.5,.4592
43832,2004,1,55,13,1949,1,14,0,3.6735
43833,2004,2,32,12,1972,1,18,49813.5,.9184
43834,2004,1,46,12,1958,1,16,128434.605938,.9184
43835,2004,1,23,12,1981,1,9,49813.5,.9184
43836,2004,1,50,12,1954,1,14,33209,.4592
43837,2004,2,24,9,1980,1,12,8302.25,.9184
43838,2004,2,52,12,1952,3,16,16604.5,1.3776
43839,2004,2,51,1,1953,1,12,301.9,.4592
43840,2004,2,50,12,1954,1,12,49813.5,.9184
43841,2004,2,55,12,1949,1,16,33209,.9184
43842,2004,1,21,12,1983,1,12,49813.5,1.3776
43843,2004,1,49,12,1955,1,15,49813.5,.9184
43844,2004,1,61,12,1943,1,19,128434.605938,.9184
43845,2004,1,21,98,1983,1,15,0,1.3776
43846,2004,1,28,12,1976,1,14,60380,4.5919
43847,2004,2,45,12,1959,1,16,22642.5,.4592
43848,2004,1,61,12,1943,2,9,33209,.9184
43849,2004,2,35,12,1969,1,12,27171,.4592
43850,2004,2,32,12,1972,3,12,40756.5,.9184
43851,2004,2,31,12,1973,1,18,60380,.9184
43852,2004,1,32,12,1972,1,16,49813.5,1.8368
43853,2004,1,58,12,1946,1,12,128434.605938,2.7551
43854,2004,2,33,12,1971,3,16,60380,1.8368
43855,2004,2,51,12,1953,1,18,40756.5,.9184
43856,2004,1,33,12,1971,1,19,60380,1.8368
43857,2004,1,58,12,1946,1,12,33209,1.3776
43858,2004,1,25,11,1979,1,15,12830.75,.4592
43859,2004,2,28,12,1976,1,19,60380,.9184
43860,2004,1,33,12,1971,1,16,60380,.9184
43861,2004,1,37,12,1967,1,14,40756.5,.9184
43862,2004,2,29,12,1975,1,13,40756.5,2.2959
43863,2004,1,25,12,1979,1,11,60380,1.8368
43864,2004,1,50,13,1954,1,14,0,.4592
43865,2004,2,99,12,9999,1,16,16604.5,1.7514
43866,2004,1,63,12,1941,1,16,40756.5,.4592
43867,2004,1,46,12,1958,2,16,60380,.9184
43868,2004,1,67,12,1937,1,16,128434.605938,.9184
43869,2004,1,55,12,1949,1,14,60380,1.3776
43870,2004,1,34,2,1970,3,16,2717.1,.9184
43871,2004,2,34,12,1970,3,14,33209,.4592
43872,2004,2,26,12,1978,1,19,22642.5,.9184
43873,2004,2,31,12,1973,1,16,128434.605938,.9184
43874,2004,1,74,12,1930,1,18,49813.5,.9184
43875,2004,1,62,12,1942,1,17,128434.605938,.9184
43876,2004,1,44,12,1960,1,16,40756.5,1.3776
43877,2004,1,35,12,1969,1,14,27171,.9184
43878,2004,2,38,10,1966,2,13,11321.25,.9184
43879,2004,1,69,10,1935,1,12,11321.25,.4592
43880,2004,1,35,12,1969,3,6,22642.5,.9184
43881,2004,2,59,7,1945,3,13,4528.5,.4592
43882,2004,1,76,7,1928,1,14,4528.5,.9184
43883,2004,1,62,12,1942,1,14,128434.605938,1.8368
43884,2004,1,70,12,1934,1,14,49813.5,.9184
43885,2004,2,69,12,1935,1,12,16604.5,.9184
43886,2004,1,99,13,9999,1,12,0,.9184
43887,2004,2,70,12,1934,1,13,33209,.4592
43888,2004,2,79,8,1925,1,12,5434.2,.4592
43889,2004,1,56,12,1948,1,14,33209,2.7551
43890,2004,1,47,12,1957,1,15,40756.5,.9184
43891,2004,1,62,13,1942,1,99,0,.9184
43892,2004,2,56,12,1948,1,15,49813.5,.9184
43893,2004,1,27,12,1977,1,14,22642.5,.9184
43894,2004,1,30,13,1974,3,14,0,2.2245
43895,2004,1,30,9,1974,1,12,6792.75,.4592
43896,2004,2,64,12,1940,1,15,27171,.4592
43897,2004,2,36,12,1968,3,16,128434.605938,.9184
43898,2004,2,27,12,1977,1,12,22642.5,1.8368
43899,2004,1,18,12,1986,1,12,128434.605938,1.3776
43900,2004,1,64,13,1940,1,14,0,1.8368
43901,2004,2,38,12,1966,3,15,33209,.9184
43902,2004,1,49,13,1955,1,12,0,.9184
43903,2004,1,28,12,1976,1,14,40756.5,1.8368
43904,2004,1,24,10,1980,3,11,9811.75,.9184
43905,2004,2,36,12,1968,3,12,33209,1.3776
43906,2004,2,41,9,1963,2,13,8302.25,.9184
43907,2004,1,24,12,1980,1,15,19623.5,1.8368
43908,2004,1,28,12,1976,3,14,33209,1.3776
43909,2004,1,51,7,1953,3,6,4528.5,.9184
43910,2004,1,20,12,1984,3,15,33209,.9184
43911,2004,2,30,12,1974,3,14,27171,1.8368
43912,2004,1,56,12,1948,3,14,27171,1.3776
43913,2004,2,44,12,1960,1,14,33209,2.2959
43914,2004,2,38,12,1966,1,11,16604.5,1.8368
43915,2004,2,34,12,1970,1,16,27171,1.8368
43916,2004,1,21,2,1983,1,15,1207.6,.9184
43917,2004,1,31,12,1973,1,13,33209,1.3776
43918,2004,1,23,98,1981,3,15,0,2.2959
43919,2004,1,45,13,1959,3,15,0,.4592
43920,2004,1,55,12,1949,3,16,33209,.9184
43921,2004,2,56,12,1948,1,16,60380,.9184
43922,2004,1,23,12,1981,2,12,60380,1.8368
43923,2004,2,61,12,1943,3,17,60380,.4592
43924,2004,1,36,12,1968,1,11,40756.5,.9184
43925,2004,1,20,12,1984,1,14,33209,1.3776
43926,2004,2,26,12,1978,1,12,33209,.9184
43927,2004,2,33,11,1971,3,13,14340.25,.9184
43928,2004,2,28,12,1976,1,13,19623.5,.9184
43929,2004,1,29,12,1975,3,16,33209,1.7514
43930,2004,1,57,12,1947,1,17,33209,.9184
43931,2004,2,25,10,1979,3,16,11321.25,.9184
43932,2004,2,64,10,1940,1,10,9811.75,.9184
43933,2004,1,37,12,1967,1,14,40756.5,.9184
43934,2004,2,26,12,1978,3,14,19623.5,.9184
43935,2004,2,28,12,1976,3,16,60380,.9184
43936,2004,2,41,12,1963,1,13,60380,1.8368
43937,2004,1,70,13,1934,1,14,0,2.0616
43938,2004,2,57,13,1947,1,15,0,.9184
43939,2004,1,48,12,1956,1,14,40756.5,.9184
43940,2004,1,40,12,1964,2,18,128434.605938,.9184
43941,2004,1,27,98,1977,1,11,0,2.2245
43942,2004,2,43,10,1961,1,6,11321.25,.9184
43943,2004,2,61,12,1943,1,14,49813.5,1.8368
43944,2004,2,43,5,1961,3,10,3320.9,.4592
43945,2004,2,62,6,1942,1,12,3924.7,.4592
43946,2004,2,64,12,1940,1,9,40756.5,.9184
43947,2004,2,59,12,1945,1,18,128434.605938,3.6735
43948,2004,2,39,12,1965,1,12,60380,.9184
43949,2004,1,62,12,1942,1,11,33209,1.8368
43950,2004,2,49,12,1955,1,17,60380,.9184
43951,2004,2,84,12,1920,1,12,40756.5,1.8368
43952,2004,1,44,98,1960,1,14,0,.4592
43953,2004,2,40,13,1964,1,18,0,1.8368
43954,2004,2,39,11,1965,1,16,14340.25,.9184
43955,2004,1,50,12,1954,1,12,128434.605938,.9184
43956,2004,2,44,12,1960,1,20,128434.605938,.9184
43957,2004,1,28,12,1976,1,17,40756.5,.4592
43958,2004,2,24,12,1980,1,17,40756.5,1.8368
43959,2004,1,20,12,1984,3,14,27171,1.3776
43960,2004,1,22,12,1982,3,16,19623.5,2.7551
43961,2004,1,38,12,1966,3,12,19623.5,.9184
43962,2004,2,69,9,1935,2,9,8302.25,1.8368
43963,2004,2,24,12,1980,2,11,27171,1.8368
43964,2004,2,54,12,1950,2,14,19623.5,.4592
43965,2004,1,49,12,1955,1,20,40756.5,.9184
43966,2004,2,32,12,1972,1,16,19623.5,.9184
43967,2004,2,27,12,1977,1,16,49813.5,.9184
43968,2004,1,25,12,1979,1,15,22642.5,1.8368
43969,2004,2,45,12,1959,1,16,27171,.9184
43970,2004,2,18,98,1986,3,12,0,1.3776
43971,2004,2,25,12,1979,3,12,33209,.9184
43972,2004,2,22,11,1982,1,12,14340.25,.4592
43973,2004,2,36,12,1968,1,12,27171,.4592
43974,2004,1,19,9,1985,1,13,8302.25,.4592
43975,2004,2,60,12,1944,1,16,27171,.9184
43976,2004,2,25,13,1979,1,16,0,.9184
43977,2004,2,39,12,1965,1,18,40756.5,.4592
43978,2004,1,28,12,1976,1,16,49813.5,.9184
43979,2004,2,43,12,1961,1,13,22642.5,.4592
43980,2004,2,56,12,1948,1,17,128434.605938,.9184
43981,2004,2,42,12,1962,1,19,128434.605938,1.8368
43982,2004,1,46,12,1958,1,16,128434.605938,.9184
43983,2004,2,41,12,1963,1,14,27171,.9184
43984,2004,2,35,12,1969,1,16,60380,.9184
43985,2004,2,57,12,1947,1,13,128434.605938,1.3776
43986,2004,2,53,12,1951,1,16,40756.5,.9184
43987,2004,2,50,12,1954,1,14,40756.5,1.3776
43988,2004,2,76,12,1928,1,12,27171,.9184
43989,2004,2,45,12,1959,1,12,40756.5,.9184
43990,2004,2,66,12,1938,1,12,49813.5,.9184
43991,2004,1,49,12,1955,1,14,40756.5,.8757
43992,2004,2,67,12,1937,1,13,22642.5,.9184
43993,2004,2,25,12,1979,1,16,49813.5,.9184
43994,2004,2,70,12,1934,1,12,16604.5,.4592
43995,2004,1,77,12,1927,1,14,27171,.9184
43996,2004,1,46,12,1958,1,16,49813.5,.9184
43997,2004,1,23,12,1981,1,14,60380,.9184
43998,2004,2,39,12,1965,1,16,60380,.9184
43999,2004,2,22,98,1982,3,14,0,.4592
44000,2004,2,46,12,1958,2,12,19623.5,1.8368
44001,2004,2,78,13,1926,1,14,0,.4592
44002,2004,1,46,12,1958,1,13,49813.5,.8757
44003,2004,2,36,12,1968,3,15,128434.605938,1.8368
44004,2004,2,53,12,1951,1,15,128434.605938,1.3776
44005,2004,2,67,12,1937,1,12,22642.5,.9184
44006,2004,1,41,12,1963,1,12,60380,.9184
44007,2004,2,22,12,1982,3,15,33209,1.8368
44008,2004,2,63,12,1941,1,14,33209,.4592
44009,2004,2,62,12,1942,1,11,128434.605938,.9184
44010,2004,1,56,12,1948,1,12,49813.5,.4592
44011,2004,1,18,12,1986,1,11,27171,1.3776
44012,2004,1,36,12,1968,3,20,60380,.9184
44013,2004,2,50,12,1954,1,16,60380,2.2959
44014,2004,1,48,12,1956,1,12,60380,.9184
44015,2004,2,34,12,1970,1,12,33209,.9184
44016,2004,2,40,12,1964,3,18,128434.605938,.9184
44017,2004,1,60,13,1944,1,12,0,.9184
44018,2004,1,26,12,1978,1,16,40756.5,.9184
44019,2004,1,43,12,1961,1,12,128434.605938,1.8368
44020,2004,2,52,12,1952,1,15,128434.605938,1.3776
44021,2004,2,24,10,1980,2,15,9811.75,.9184
44022,2004,2,31,12,1973,2,15,22642.5,.4592
44023,2004,1,62,12,1942,2,15,33209,.4592
44024,2004,2,36,11,1968,2,12,12830.75,1.3776
44025,2004,2,37,12,1967,1,16,40756.5,.9184
44026,2004,2,37,12,1967,2,13,22642.5,1.8368
44027,2004,1,54,12,1950,2,15,16604.5,.9184
44028,2004,2,24,10,1980,2,13,9811.75,.4592
44029,2004,1,19,98,1985,1,11,0,1.8368
44030,2004,1,35,5,1969,2,12,3320.9,.4592
44031,2004,2,27,12,1977,3,12,22642.5,.9184
44032,2004,2,49,12,1955,3,13,60380,.9184
44033,2004,1,24,4,1980,1,16,2717.1,3.6735
44034,2004,2,50,12,1954,1,16,49813.5,.4592
44035,2004,1,74,12,1930,3,16,33209,.9184
44036,2004,1,41,12,1963,1,17,40756.5,.9184
44037,2004,2,82,12,1922,1,16,27171,.4592
44038,2004,2,47,12,1957,1,13,40756.5,.9184
44039,2004,1,44,12,1960,3,20,128434.605938,1.8368
